smiles,absorption wave length
C=CCc1cccc2cc(C(=O)Nc3ccccc3)c(=O)oc12,419.66
O=C(NCCc1ccncc1)C(F)(F)F,253.81
COc1ccc(OC)c(/C=C/C(=O)Nc2ccc(N(C)C)cc2)c1,371.59
C[C@@H](NC(=O)CSc1nc2ccccc2[nH]1)c1ccccc1,266.34
C[C@@H]1CCc2c(sc(NC(=O)CSc3ncccn3)c2C#N)C1,330.25
Cc1cc(S(=O)(=O)NCc2ccco2)c(C)s1,253.54
O=C(N/N=C/c1ccccc1)c1ccc2nonc2c1,409.03
CC1=C(C(N)=O)[C@H](c2ccccc2)N2NC(c3ccccc3)=NC2=N1,437.28
CC(=O)C(Oc1ccccc1)C(C)=O,303.04
O=c1c(-c2ccc3c(c2)OCCCO3)coc2ccc(F)cc12,342.02
Cc1ccncc1C(N)=O,281.51
CCOc1ccc(/C=C/C(=O)Nc2cccc(Cl)c2)cc1OCC,323.38
CC[C@@H](C(=O)Nc1sc(C)c(C)c1C#N)c1ccccc1,293.41
Cc1ccc(NS(=O)(=O)c2cccs2)cc1,290.49
CCOC(=O)[C@H]1CCCN(S(=O)(=O)c2ccc(F)cc2)C1,251.98
CCOc1ccc(NC(=O)COc2ccccc2C(C)C)cc1,262.8
COc1ccc(C(=O)Oc2cc(C)c(Cl)c(C)c2)cc1,303.2
Cn1cccc1/C=N/NC(=O)c1cccc(F)c1,358.24
Nc1nc(N)nc(-c2ccc(Cl)cc2)n1,272.68
C[C@H]1CC[C@H](C)N1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,310.7
Cc1cccc(C(=O)Nc2ccc(S(N)(=O)=O)cc2)c1,282.66
CC(C)(C)NC(N)=S,298.18
CCOC(=O)Nc1c(C)noc1C,217.28
COc1cccc(/C=N/n2cnnc2SCc2ccccc2)c1O,352.28
Cc1nc(-c2cccs2)no1,260.48
COc1ccc(NC(=O)C[C@@H]2SCCNC2=O)cc1,296.46
Cc1cc(C)c2c(N)c(C(=O)N3CCc4ccccc4C3)sc2n1,335.05
O=C(O)c1cc(F)ccc1C(F)(F)F,259.22
CC(=O)Oc1cc(C(=O)NC(C)(C)C)cc(C(=O)NC(C)(C)C)c1,286.37
COc1nc(NCc2cccnc2)nc(OC)n1,260.67
Cc1cc(NS(=O)(=O)c2ccc(N3CCCC3=O)cc2)no1,258.71
NC1=N[C@@H](Cc2cccnc2)CS1,253.84
COc1ccc(O[C@H](C)C(=O)O)cc1,250.72
Cc1cccc(OCC(=O)Nc2cccc3ccccc23)c1,307.17
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,268.25
O=C(CSCc1ccccc1)Nc1ccccc1,267.88
N#Cc1c(-c2ccc3c(c2)OCO3)cc(-c2ccccc2O)[nH]c1=O,383.38
Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1,361.12
CCOC(=O)c1cnc2ccccc2c1Nc1cc(C(=O)O)ccc1C,338.64
COc1cc2c(cc1OC)C([C@H](CCC(C)C)C(N)=O)=NC(C)(C)C2,311.06
COC(=O)c1ccccc1Sc1c(C=O)c(C)nn1C,347.9
O=C(CCN1C(=O)c2ccccc2C1=O)Nc1cccc2ccccc12,559.48
S=C(NCc1ccco1)Nc1nccs1,321.42
CC(C)CCSc1nc(N)c2c3c(sc2n1)CCC[C@H]3C,286.21
N#Cc1ccc(/C=C2/N=C(c3ccc(F)cc3)OC2=O)cc1,392.19
O=C(CSc1nc2ccccc2[nH]1)Nc1ncccn1,380.6
Cc1ccc(N2C(=O)C(Cl)=C(N3CCCCCC3)C2=O)c(C)c1,394.81
CCOC(=O)C1=C([C@@H]2CC=CCC2)NC(=S)N[C@@H]1C,369.39
CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,322.65
CS(=O)(=O)Nc1nnc(Cc2ccc(Cl)cc2)s1,255.17
O=C(O)CCc1ccccc1,228.58
CC(C)(C)n1cnnc1Sc1ccc(C(F)(F)F)cc1[N+](=O)[O-],358.3
Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1C,290.57
O=Cc1ccc(C#Cc2ccccc2)s1,357.97
C/C(=N/NC(=O)c1cc(O)cc(O)c1)c1ccc(O)cc1,289.74
CCc1nc2ccccc2c(=O)n1-c1ccc(OC)cc1,279.03
O=C1C=CC(=O)N1c1ccc(N2C(=O)C=CC2=O)cc1,432.84
N#Cc1c(NC(=O)CN2CCCCC2)sc2c1CCC2,389.3
COc1ccc2c(C)c(C)c(=O)oc2c1C,302.47
O=S(=O)(CCS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1,237.74
COC(=O)CSc1nnc(-c2ccccc2)n1N,277.94
NNc1nc(N)nc(-c2cccnc2)n1,296.19
O=C(O)[C@H]1CCCN1C(=O)Cc1ccccc1,241.53
Cc1sc2nc3n(c(=O)c2c1C)CCC3,291.37
CC(C)[C@H]1CO[C@]2(c3ccccc3)CCC(=O)N12,230.68
Cc1occc1C(=O)Nc1ccc(F)c(Cl)c1,267.66
O=C(Cc1ccc2c(c1)OCCO2)c1ccc(O)c(O)c1O,346.02
COc1ccc(NC(=O)c2cccc3c2C(=O)c2ccccc2-3)cc1,487.72
CCOC(=O)C1=C(C)OC(N)=C(C#N)[C@@]12C(=O)Nc1ccc(C)cc12,341.33
O=c1c2c3c(sc2nc2n1CCC2)CCCC3,293.21
O=C(O)c1ccc2cc(C(=O)O)ccc2c1,317.12
N#Cc1cccc(-c2ccc(-c3nnn[nH]3)cc2)c1,282.25
O=C(Nc1ccc(N2CCOCC2)c(C(=O)O)c1)c1ccccc1,344.21
CCC1CCC2(CC1)SCC(=O)N2c1ccc(F)cc1,252.5
N#C/C(=C/c1ccc(-c2cccc(Cl)c2)o1)C(N)=S,532.64
CC(C)CN(C)c1ccccc1C[S@@](=O)c1nc2ccccc2[nH]1,293.07
Cc1cccc(NC(=S)C(=O)Nc2ccccc2C#N)c1,399.83
C[C@@H]1CC(C)(C)N(C(=O)NC2CCCCC2)c2ccccc21,267.85
O=C(O)c1cc(S(=O)(=O)N2CCCC2)cs1,288.57
CCOc1ccc([C@@H]2N[C@H](C(=O)O)CS2)cc1OCC,258.31
NC(=O)c1ccccc1NC(=O)COc1cccc(Cl)c1,277.82
CCN(CC)Cn1cccc(C)c1=O,310.48
Cc1ccc(NC(=O)CS)c(Cl)c1,255.28
O=C(CN1C(=O)c2ccccc2C1=O)N1CCCCCC1,323.97
Cc1c(C(=O)c2ccccc2C(=O)O)sc2ccccc12,366.3
COc1ccc(O[C@H](C)C(=O)Nc2cc(C)cc(C)c2)cc1,293.53
c1ccc2c(c1)ncn2CN1CCCCC1,247.86
Cc1cc(C(=O)Nc2ccc(O)c(C(=O)O)c2)c(C)o1,326.11
Cc1ccc(C(=O)Oc2ccc3c(C)cc(=O)oc3c2)cc1[N+](=O)[O-],362.01
Cn1c(NC2CCN(Cc3ccccc3)CC2)cc(=O)n(C)c1=O,253.05
O=C(COc1ccc2ccccc2c1)N/N=C/c1cccc(Cl)c1,373.42
CCOC(=O)c1ccc(NC2=NS(=O)(=O)c3ccccc32)cc1,317.91
O=C(CSc1nccc(-c2cccs2)n1)Nc1ccccc1,400.2
Cc1ccsc1[C@@H](O)c1cc2ccccc2s1,269.5
CCc1ccc(NC(=O)CSc2ncccn2)cc1,326.94
NC(=S)N/N=C/c1ccc(O)cc1O,372.07
CCC[C@H](C)C(=O)Nc1cc(OC)ccc1OC,257.23
N#C/C(=C\c1ccc(-c2cccc(C(F)(F)F)c2)o1)C(N)=S,543.27
CN1CCN(c2cc(-c3ccccc3)nc3ccccc23)CC1,334.24
O=C1OC(c2cccc([N+](=O)[O-])c2)=N/C1=C\c1ccc2ccccc2c1,425.53
CCc1cccc(CC)c1NS(=O)(=O)C(F)(F)F,242.69
N#C/C(=C\c1ccc(O)cc1)S(=O)(=O)c1ccc(Cl)cc1,319.68
CC(C)NC(=O)c1ccccc1Sc1ccccc1,306.46
O=C(Cn1c(=O)sc2ccccc21)Nc1cccc(Cl)c1,270.73
NC(=O)c1sc2nc(-c3cccs3)ccc2c1N,392.59
COC(=O)[C@H]1CS[C@H](C(=O)OC)N1C(=O)Nc1ccccc1,260.03
O=C1NCCc2ncccc21,292.38
COC(=O)C1=C(C)N(C)C(=O)/C1=C\c1ccc(C(=O)O)cc1,422.58
Cc1nn(-c2ccccc2)nc1CN,268.19
COc1ccccc1C(=O)N[C@@H]1CN2CCC1CC2,266.49
O=C(O)c1cc(Cl)c[nH]c1=O,329.96
COc1ccc(Cl)cc1C(=O)N1CCc2ccccc2C1,263.8
CCOC(OCC)c1ccc(C=O)cc1,338.27
CCOc1ccccc1C(=O)Nc1ccccc1C(N)=O,306.75
CCSc1nc2sc3c(c2c(=O)n1-c1ccc(C)cc1)CCC3,309.07
CCc1nc(SCc2ccccc2)c(C#N)c2c1CCCC2,312.55
COCc1nnc(NC(=O)C=C(C)C)s1,284.89
CN(C)/C=C/C(=O)c1ccc(F)c(Cl)c1,333.55
COc1ccc(OC)c(/C=C/C(=O)NC2CCCCCC2)c1,342.39
O=c1oc(-c2ccc(F)cc2)nc2ccccc12,307.71
COC1=C(Cl)C(=O)c2ccccc2C1=O,435.7
O=C(COc1ccc(F)cc1)Oc1cccc2ccccc12,292.58
Cc1ccc(Nc2nc(-c3cccs3)c(CC(=O)O)s2)c(C)c1,323.85
O=C(O)CSCC(=O)Nc1ccc(F)c(Cl)c1,259.4
COC(=O)c1ccc(/C=N/NC(=O)[C@H](C)Sc2ccccc2)cc1,326.54
COCc1cc(=O)oc2cc(O)ccc12,295.42
Cn1cc([N+](=O)[O-])c(C(=O)Nc2ccc(-c3ccccc3)cc2)n1,374.94
COc1ccc2[nH]c3c(c2c1)CCc1nonc1-3,348.71
CC(C)Oc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,277.14
O=C1C[C@H](N2CCCCC2)C=C1Nc1ccc(F)cc1,372.44
COc1ccc(/C=N/NC(N)=O)c(OC)c1,303.47
Cc1cc2c(c(C)c1Cl)CN(c1ccccc1F)CO2,254.86
Cc1cc(Oc2ncccc2[N+](=O)[O-])c2c(Cl)ccc(C)c2n1,389.25
Cc1ccc(S(=O)(=O)[C@H](C)C(=O)c2ccc(C)c(Cl)c2)cc1,336.87
CCOc1cc(CN)c(-n2cccc2)cc1OCC,259.9
CN1CCN(c2c3c(c(C#N)c4nc5ccccc5n24)CCC3)CC1,394.8
O=C(c1ccc(Cl)c([N+](=O)[O-])c1)N1CCCCCC1,350.51
OCn1nnn(-c2ccccc2)c1=S,328.06
CC(=O)c1ccc(O)c(C(N)=O)c1,324.14
O=C(NC[C@H]1CCCO1)c1ccccc1Cl,259.88
COc1ccc2[nH]c(C)c(CC(=O)NO)c2c1,283.0
CCOC(=O)[C@@H](C)Sc1ncnc2sc3c(c12)CCCC3,289.42
Nc1ccccc1S[C@H]1CC(=O)N(c2ccc(F)cc2F)C1=O,327.58
C[C@@H](N)c1ccc(S(C)(=O)=O)cc1,248.56
NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccccc1,276.79
COC(=O)c1cccc(NC(=S)NCc2ccccc2)c1,357.19
COc1ccc(C(=O)NNC(=O)C2CC2)cc1,262.46
CC1=C(C(=O)Nc2ccccc2)[C@H](c2ccccc2F)NC(=O)N1,308.08
Cc1ccc(/C=N/NC(=O)Cn2nnc(-c3ccccc3)n2)c(O)c1,328.54
CCC[C@H](C)C(=O)Nc1cc(C)cc(C)c1,249.81
COc1ccc([C@@H]2SCCN2S(=O)(=O)c2cccc(C)c2)cc1,300.65
CCc1ccc(NC(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)cc1,264.83
CCC(=O)Nc1cccc(-c2nc3ccccc3o2)c1,298.9
c1coc(-c2nc3ccccc3[nH]2)c1,292.9
N#Cc1c(F)cccc1[C@H](C#N)c1ccccc1,279.45
CC(C)(C)NC(=O)CSc1nnnn1-c1ccc(C(=O)O)cc1,310.51
CN(C)c1nc2ccccc2nc1N(C)C,330.53
COC(=O)c1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,406.56
CC1(C)Cc2ccccc2/C(=N/N=C/c2cccc(F)c2)N1,366.62
O=C1ON=C(c2ccco2)/C1=C\c1ccco1,439.78
O=[N+]([O-])c1cccc(-c2nc3ccccc3s2)c1,357.9
O=C(CCl)Nc1cc(C2CC2)nn1-c1ccccc1,274.57
Cc1cccc(OCCn2c(SCC(N)=O)nc3ccccc32)c1,266.62
C[C@H]1CCc2c(sc3[nH]c(=O)n(-c4ccc(Cl)cc4)c(=O)c23)C1,286.55
Cc1cccc(C)c1-n1c(S)nnc1-c1ccncc1,282.22
Cc1ccc2sc(-c3ccc(/N=C/c4ccccc4O)cc3)nc2c1,379.36
Cn1nc(O)cc1C(=O)N/N=C/c1ccc(Cl)cc1,339.71
Cc1sc2nc(SCC(=O)NC3CCCCC3)[nH]c(=O)c2c1C,303.02
Nn1c(SCC(=O)NCc2ccccc2)nnc1C(F)(F)F,252.14
Cc1c(O)c(C(C)C)c(=O)n(-c2ccccc2)c1-c1ccccc1,311.47
O=C(CCc1c[nH]c2ccccc12)NC1CC1,261.69
C#C[C@@](C)(CC)NC(=O)c1cc2cccc(CC=C)c2oc1=O,308.79
CC(=O)C(=NNc1cccc(C(F)(F)F)c1)C(C)=O,412.58
Cc1ccc(NN)cc1,258.23
Cc1ccc2nc(=S)nc(-c3ccccc3)n2c1,570.46
CC(C)(C)N1Sc2ccccc2NC1=S,385.76
CC(=O)Nc1ccc(S(=O)(=O)NC2Cc3ccccc3C2)cc1,256.94
N#Cc1nc2c(C#N)c3ccccn3c2nc1C#N,458.69
O=C(NC(=S)Nc1ccc(F)cc1)c1ccc(C(F)(F)F)cc1,398.42
O=C(CNc1ccc(Cl)cc1)N/N=C/c1c[nH]c2ccccc12,349.88
COC(=O)c1cccc(NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)c1,369.6
COc1ccc(C=C(C#N)C#N)c(OC)c1OC,352.97
C1CCC(OC[C@H]2CCCN3CCCC[C@H]23)CC1,191.21
Cc1nc2cc3c(cc2s1)OCO3,283.47
N#CC1=C(N)OC2=C(C(=O)CCC2)[C@@H]1c1cccs1,341.79
COc1ccc(Oc2cccc(C=O)c2)cc1,335.97
COC(=O)c1sccc1-c1ccc(C=C(C#N)C#N)o1,388.84
NNC(=O)Nc1ccccc1Cl,245.59
C[C@@H]1CCCN(C(=O)c2cccc(Cl)c2)C1,274.71
Cc1ccc(NC(=S)N[C@H]2CCCc3ccccc32)cc1,347.36
COc1ccc(Oc2ccc([N+](=O)[O-])c3nonc23)cc1,491.68
Cc1ccc(NC(=O)C2C(C)(C)C2(C)C)cc1[N+](=O)[O-],346.22
O=C1C(=C2SCCCCS2)CC/C1=C\c1cccc([N+](=O)[O-])c1,431.4
CCCN1CCC(NCCc2ccccc2)CC1,256.35
CCc1ccc(S(=O)(=O)Nc2ccc(O)c3ccccc23)cc1,330.3
CCN(CC)c1ccc(Nc2cc(=O)[nH]c(=O)[nH]2)cc1,295.72
CCCC(=O)Nc1nc(C)c(C(C)=O)s1,336.01
CNc1nc(N)c(C(=O)c2ccccc2)s1,331.52
S=C1NC2(CCCCC2)NN1c1ccc(Cl)cc1,335.59
Cc1cc(C)n2cc(CSc3ccc(Cl)cc3)nc2n1,307.23
CS(=O)(=O)N1CCN(C(=O)c2ccccc2)CC1,267.61
COc1ccc(CN[C@@H]2CC(=O)N(c3ccccc3)C2=O)cc1,265.71
O=C(Nc1nnc(C2CC2)s1)c1cccnc1Oc1ccccc1,304.25
COc1ccc(-c2cn3cc(C)ccc3n2)cc1,320.3
N#CC(C(=O)Nc1cccc(C(F)(F)F)c1)=C1CCCCCC1,286.79
O=C(O)/C=C/c1cn([C@H]2OC[C@H](CO)[C@@H]2O)c(=O)[nH]c1=O,307.07
Cc1ccc(NC(=O)COc2ccccc2C(C)(C)C)cc1C,250.8
COC(=O)c1ccccc1NC(=O)[C@H]1CC(=O)N(c2ccccc2)C1,326.25
NC(=O)c1c(NC(=O)[C@@H]2CCCO2)sc2c1CCCC2,300.58
NNC(=O)c1sccc1OCc1ccc(Cl)cc1,285.09
CCOC(=O)N1N=C2CCCCC[C@H]2[C@@]1(O)C(F)(F)F,228.37
CCOc1ccccc1[C@H]1NC(=S)NC(C)=C1C(=O)OCC(C)C,339.32
Nc1ccccc1-c1nc(-c2cccc([N+](=O)[O-])c2)no1,396.47
O=C(/C=C/c1ccccc1)N1CCC[C@H](C(F)(F)F)C1,308.62
CCc1nc2cc(C)c(C)cc2nc1CC,339.84
CCOC(=O)[C@@H]1CCCN(C(=O)c2ccc(Cl)cc2)C1,275.13
COC(=O)n1ccc(C(=O)Nc2ccccc2F)n1,293.11
O=C(COc1ccc([N+](=O)[O-])cc1)Oc1ccc2ccccc2c1,352.04
O=c1c2ccccc2nc(Cc2ccccc2)n1-c1ccc(F)cc1,277.48
NCCc1c[nH]c2ccc(OCc3ccccc3)cc12,273.5
CC1=C(OC(=O)c2ccccc2)C(C)(C)[C@@H](c2ccccc2)OC1=O,276.89
N#C[C@@H](c1ccccc1)c1ccc(C(=O)c2ccc(F)cc2)cc1,345.83
O=C1CC[C@H]([N+](=O)[O-])[C@H](c2ccccc2Cl)N1,312.68
Cc1ccc(OCC(=O)OCC(=O)Nc2ccc(Cl)cc2C)cc1,264.87
O=C1C=C(NCc2ccco2)C[C@H](c2ccc(Cl)cc2)C1,317.02
c1coc([C@@H]2NCCS2)c1,266.69
O=[N+]([O-])c1ccc(O)c(/C=N/c2ccccc2Cl)c1,352.76
NNC(=O)C12CC3CC(CC(C3)C1)C2,230.33
S=C(Nc1cccnc1)NC1CCCCC1,331.76
CC(=O)C(=Cc1ccc(S(C)(=O)=O)cc1)C(C)=O,380.61
Cc1ccc(Cl)cc1NC(=S)NCc1ccncc1,317.53
CC[n+]1cn(C[C@H](O)COc2ccccc2OC)c2ccccc21,327.13
CC(=O)Nc1ccc(/C=C(\C#N)C(N)=O)cc1,334.25
COc1cc(/C=N/NC(=O)Nc2ccc(Cl)cc2)ccc1O,308.81
COc1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1,328.49
COC(=O)c1cccc(NC(=S)N2CCOCC2)c1,361.0
Cc1cccc(OCC(=O)NC2CCCCCC2)c1,241.71
Nc1c(C(=O)O)cccc1C(=O)O,286.82
FC(F)(F)c1ccc(-n2ccnc2)nc1,294.49
N#CC1=C(N)N(c2ccccc2)C2=C(C(=O)CCC2)[C@@H]1c1cccs1,339.52
CN1[C@H]2CC[C@@H]1CC(NS(=O)(=O)c1ccc(C#N)cc1)C2,355.67
Cc1cc(C(=O)O)cc(Cl)n1,279.39
CCOc1ccc(C(=O)Nc2ccc3sc(SC)nc3c2)cc1,295.37
COc1cc(/C=N/c2ccc(Cl)cc2)ccc1C(C)=O,365.51
Cc1nc2sc(C(N)=O)c(N)c2c(C)c1CC(=O)c1ccccc1,372.88
O=C(N/N=C/c1c2ccccc2cc2ccccc12)c1ccco1,426.7
CC1(C(=O)O)COC(c2ccccc2)OC1,227.73
C[C@@H](CC(=O)NC1CCCC1)c1ccccc1,228.25
Cc1cc2c(cc1S(N)(=O)=O)n(C)c(=O)n2C,270.4
N#CC1=C(N)Oc2c(ccc3ccccc23)[C@H]1c1cccs1,319.31
Nc1ccc2nc(SCC(=O)NCCc3ccccc3)sc2c1,284.08
COc1ccc(/C=N/NC(=O)c2ccncc2)c(C(=O)O)c1OC,327.61
COc1ccc(C(=O)[C@@H](C)CC(=O)c2ccccc2)cc1,329.12
CC[C@H](C)OC(=O)Cn1cnc2sc(C(=O)OC)c(C)c2c1=O,305.02
C/C(=N\Cc1ccc2c(c1)OCO2)c1ccccc1O,314.06
C/C=C(\C)C(=O)Nc1cc(C)ccc1-n1cccc1,326.11
CC(=O)O/N=C/c1nc2ccccc2s1,325.52
COc1ccc(S(=O)(=O)N(C)Cc2ccccc2)cc1,247.16
c1ccc(-c2nc3ccccc3nc2-c2ccccn2)nc1,364.56
N#Cc1c(-n2ncnc2-c2ccccc2)sc2c1CCCC2,301.96
CCOC(=O)/C(C#N)=C(\C)c1ccc(OC)c(OC)c1,359.99
O=C(O)[C@H]1CS[C@H](c2cccc(O)c2)N1,267.72
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,338.55
Clc1ccccc1/C=N/n1cnnc1SCc1ccccc1,386.55
CCc1c(C)c(C#N)c2nc3ccccc3n2c1N(C)C,391.28
Cc1cc2c(Nc3ccc(Cl)cc3)ncnc2s1,304.66
CCOC(=O)c1cccc(NC(=O)c2ccc(OC)cc2)c1,295.37
C[C@@H]1CC(=O)Nc2ccccc2N1C(=O)c1cccs1,284.93
CCOC(=O)N1CCN(C(=O)c2ccc(OC)c([N+](=O)[O-])c2)CC1,334.72
CC1(C)[C@@H](C(=O)N2CCCCC2)CC[C@@]1(C)C(=O)N1CCCCC1,227.02
Cc1ccc([C@@H](O)COC2=NCNc3cc(Cl)ccc32)cc1,327.04
CC(=O)N1c2ccccc2Nc2ccccc21,303.91
COc1cc(C)ccc1S(=O)(=O)N1CCCC1,256.58
CC1=C(C(N)=O)[C@@H](c2ccc3c(c2)OCO3)NC(=O)N1,290.08
CCOC(=O)CSc1nc(C)c2ccc(C)cc2n1,331.97
Clc1ccc([C@@H]2CSc3c4ncnc-4ncn32)cc1,305.47
Cc1ccc2c(c1)-c1cccc([N+](=O)[O-])c1C[C@@H]2C#N,352.67
O=C(Oc1ccc2c(c1)oc(=O)c1ccccc12)c1ccco1,312.99
CC1(C)OC(=O)C[C@H]1C#N,219.84
C[C@@H](CC(=O)O)S(=O)(=O)c1ccc(Cl)cc1,238.44
Cc1ccc(C(=O)Nn2cnc3ccccc3c2=O)cc1C,277.93
Cc1cccc(OCC(=O)Nc2cccc(O)c2)c1,257.01
CCOC(=O)c1c(NC(C)=O)sc2c(Cl)c(/C=N/O)ccc12,320.81
Cc1cc(-c2nc(-c3ccc(C(F)(F)F)cc3)no2)n(C)n1,276.66
COc1ccccc1C(=O)N1CCC[C@@H]1CO,263.65
COc1ccc(/C=C(\C#N)C(N)=O)c(OC)c1,334.71
CCOC(=O)N1CCCN=C1NNc1cc(Cl)ccc1OC,259.56
C=CCn1c(NCCc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,291.6
O=C1c2ccccc2N[C@@H](c2cccc(O)c2)N1c1ccccc1,318.79
COC(=O)CS(=O)(=O)c1ccc(C(F)(F)F)cn1,267.38
CSc1nnc(-c2ccco2)c(-c2ccco2)n1,425.45
CC(=O)Nc1ccc(S(=O)(=O)N2[C@H](C)CCC[C@H]2C)cc1,261.52
N#CC1=C(N)C(C#N)(C#N)[C@@H](c2ccc([N+](=O)[O-])cc2)[C@H]2CCCC=C12,403.74
NS(=O)(=O)c1ccc(N2CCCCC2)cc1,276.54
COC(=O)Cc1nc(-c2ccc(Cl)cc2)sc1C,306.69
S=C(NCc1cccnc1)c1ccccc1,418.11
O=C(Oc1ccc(-c2cnc3ccccc3n2)cc1)c1ccccc1,355.33
CC[C@@H](C)OC(=O)C1=C(C)NC(=O)N[C@H]1c1cccc2ccccc12,299.81
COC(=O)c1ccc(NC(=S)N/N=C/c2ccc(OC)cc2)cc1,381.4
Nc1ncnc2[nH]cc(-c3ccccc3)c12,279.89
Cc1cc(C(=O)n2ccc(-c3cccs3)n2)c(C)o1,324.38
O=C(O)c1ccccc1NCNc1ccccc1C(=O)O,365.45
O=C(O)c1cccc(Nc2nc(-c3ccccc3)cs2)c1,333.21
CC1CCC2(CC1)NC(=O)c1ccccc1N2,301.12
O=C(COc1ccccc1)N/N=C/c1cccc([N+](=O)[O-])c1,391.57
O=C(Oc1ccc(Cl)c2cccnc12)c1ccco1,319.56
CCOC(=O)[C@H]1CCCN(C(=O)c2ccccc2OCC)C1,260.03
CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)C1CC1,313.55
CC(=O)[C@H](C)Sc1ncnc2sc(-c3ccccc3)cc12,321.2
Cc1onc(-c2ccccc2)c1C(=O)NNc1ccc(F)cc1,307.91
CC(C)NC(=S)Nc1cccc2ccccc12,358.23
Cc1ccc(-c2nc(N)sc2C)cc1Cl,290.71
CCC[C@@H](C)[C@H]1C(C#N)=C(N)OC2=C1C(=O)CC(C)(C)C2,330.28
CC(C)C(=O)N1N=C(C(F)(F)F)C[C@@]1(O)c1ccncc1,271.77
CCN(CC)c1cc(C)c(C#N)c2nc3ccccc3n12,377.74
O=C1c2ccccc2CC[C@@]12O[C@@H]2c1ccccc1,350.9
Cc1cc(C)c2oc(-c3ccccc3Cl)cc(=O)c2c1,346.27
CC(=O)OCC(=O)Nc1ccccc1,243.4
COc1ccc(/C=C(\C#N)C(=O)Nc2ccc(OC(C)C)cc2)cc1,389.53
Nc1ccc(NC(=O)c2ccccc2O)cc1,284.91
Cc1cc(C)cc(NC(=O)c2sc3ccccc3c2Cl)c1,313.0
CC(=O)Nc1nonc1N1CCCC1=O,270.8
O=C(Nc1ccc(F)c(F)c1)c1ccc2c(c1)OCO2,292.14
O=C1CCC(=O)N1CNc1ccc(OC(F)(F)F)cc1,293.91
CN(C)c1ccc(NC(=O)c2scc3c2OCCO3)cc1,333.43
O=C(O)c1cccnc1Sc1ccc(Cl)cc1,308.45
Cc1c(C)c(C)c(CNC(=S)NN)c(C)c1C,291.16
O=C(NC(=O)c1ccc(Cl)cc1)Nc1ccccc1OC(F)F,307.47
CCc1c(C)sc(NC(=O)c2ccccc2OC)c1C(N)=O,322.91
COC(=O)c1cc(=O)n2c(sc3ccccc32)c1C#N,370.19
CCOC(=O)c1c(C)c(C#N)c(N)n1-c1ccccc1,309.19
CN(C)C(=O)Nc1ccccc1,245.07
COC(=O)c1ccccc1NC(=O)/C(C#N)=C/c1ccc(O)cc1,324.94
O=S(=O)(Nc1ccc(O)cc1)c1ccccc1,289.61
CCOC(=O)CSc1nc2cc(C(F)(F)F)cnc2n1C,274.21
O=C(Nc1ccc(Cl)cc1)c1ccno1,305.16
CC(=O)C1=C(O)C(=O)N(c2cccnc2)[C@H]1c1ccc(Cl)cc1,356.41
COc1cccc(C(=O)NNC(=O)c2ccc([N+](=O)[O-])cc2)c1,384.23
COc1ccc(-c2coc3cc4oc(=O)c5c(c4cc23)CCC5)cc1,345.44
NNC(=O)c1ccc2ncccc2c1,298.29
N#Cc1ccc(OCc2noc(-c3ccsc3)n2)cc1,303.59
Cc1nnsc1-c1onc(C)c1C(=O)O,339.95
c1ccc(Cc2nnc(Nc3ccccc3)s2)cc1,286.81
Cc1ccsc1C=O,337.41
CCOC(=O)Cc1cccnc1,255.49
Cc1ccc(N2C(=O)C[C@H](NCCc3ccc(F)cc3)C2=O)cc1,274.15
CC1CCN(c2ncnc3c2cnn3Cc2ccc(Cl)cc2)CC1,272.44
O=C1C[C@@H](c2ccc(Cl)cc2)Sc2nc(-c3ccccc3)nn21,308.01
O[C@@]1(C(F)(F)F)CC(c2ccc3ccccc3c2)=NN1,311.34
O[C@@H]1C[C@@H](O)[C@H](O)CO1,175.88
COc1ccc(C(=O)N[C@H]2CCCC[C@H]2C)cc1OC,265.44
COC[C@H](C)NC(=O)c1cc2cc(OC)ccc2[nH]1,312.56
COC(=O)c1ccc(NC(=S)NC(=O)N2CCOCC2)cc1,397.83
Cc1ccc(C(=O)Nc2ccc3c(c2)ncn3-c2ccccc2C)cc1,284.42
COc1ccc(OC[C@H](O)CNC(=O)Nc2ccccc2)cc1,247.75
Nc1ccn(Cc2ccc(Cl)cc2)n1,282.32
CCOc1ccc([C@H]2CNC(=O)[C@H]2C(=O)OC)cc1OCC,250.25
Cc1ccc(C(=O)N/N=C/c2ccc(-c3ccc(C(=O)O)cc3)o2)o1,378.38
