smiles,absorption wave length
O=S(=O)(Cc1ccccc1)N1CCCCC1,232.98
CC(=O)Oc1ccc(C(=O)Nc2ccc(C#N)cc2)cc1,291.35
c1ccc(CN2CCCc3ccccc32)nc1,336.56
O=C(Nc1ccccc1F)c1ccc2c(c1)OCO2,291.22
CCOc1ccc(C(=O)N(CC)Cc2ccccc2)cc1,263.4
CCN(CC)S(=O)(=O)c1ccc(C)cc1,252.89
CCOC(=O)C1=C(C)NC(=O)N[C@H]1c1ccccc1C(F)(F)F,281.16
C[C@@]1(C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)O)CCCO1,235.15
O=c1cc(-c2ccncc2)nc(-c2ccccc2)[nH]1,317.02
COc1ccccc1CNS(=O)(=O)N(C)C,244.1
CCC[C@@H](C)C(=O)Nc1ccc(Cl)cn1,278.27
COc1ccc(C(=O)N(Cc2ccccc2)c2ccccn2)cc1,303.68
C[C@H]1C[C@H](C)CN(C(=O)N2CCOCC2)C1,210.22
CC(=O)Nc1ccc(C(=O)NC2CCCCCC2)cc1,277.02
CC[C@H](C)C(=O)Nc1cccc(C)c1C,250.88
CCOc1ccc(C(=O)N2CCc3ccccc3C2)cc1,262.57
COC(=O)Cn1c([C@H](O)c2ccccc2)nc2ccccc21,253.77
CN(C)S(=O)(=O)N1CCCCC1,173.68
O=C(NC1CCCC1)c1ccc2c(c1)OCO2,268.58
COc1ccc2c(c1)C(/C=C/C(C)=C\C(=O)O)=CC(C)(C)CO2,355.72
Cc1cccc(NS(=O)(=O)N(C)C)c1C,242.42
N#Cc1c(N)c(C#N)c(-c2ccccc2)c2c1CCCC2,330.85
COc1ccc(S(=O)(=O)Nc2cccc(NC(C)=O)c2)cc1,270.7
CCNc1nc(N2CCc3ccccc3CC2)c(C#N)c(=O)[nH]1,282.93
c1cncc([C@@H]2CCCCN2)c1,274.24
CC[C@@H](C)C(=O)NCc1ccccn1,256.04
CS(=O)(=O)N1CCN(c2ccc(F)cc2)CC1,281.18
CC(=O)N1c2ccccc2[C@H](Nc2ccccc2)C[C@@H]1C,267.45
O=C(O)c1cccc(N2C(=O)C=CC2=O)c1,377.56
COc1cccc(C(=O)NCc2ccc(C)cc2)c1,271.77
O=C(O)c1cc2ncccn2n1,312.12
CCOC(=O)C1CCN(C(=O)c2ccc(OC)cc2)CC1,263.76
COc1ccc(/C=C/C(=O)Nc2ccc(OC)cc2)cc1,359.22
N#CC1=C2CCCC[C@H]2[C@@H](c2ccco2)C(C#N)(C#N)C1=O,380.14
CCOc1ccccc1C(=O)Nc1ccc(Cl)cn1,289.1
COC(=O)c1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,273.1
CCC[C@H](C)NC(=O)N1CCOCC1,191.9
CCOc1ccc(C(=O)N2CCCC[C@@H]2C)cc1,263.72
O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccc(F)cc1,265.49
N#Cc1c(C(F)(F)F)cc(-c2cccs2)oc1=S,574.35
CCc1ccc(C(=O)N/N=C2/C(=O)Nc3ccc(C)cc32)nc1,404.16
Cn1ncc(Cl)c1C(=O)O,254.1
COc1ccc(C(=O)N(CC#N)CC#N)c(OC)c1,264.01
COc1cccc(C(=O)NC[C@@H]2CCCO2)c1,271.33
Cc1cccc(NS(=O)(=O)c2ccc(F)cc2)c1,269.51
COc1ccc(Cl)cc1NC(=O)Cc1ccccc1,265.25
CCC(C)(C)C(=O)Nc1cccc(Cl)c1,250.63
O=C(Cc1cccs1)NC1CCCC1,241.29
CCC(CC)NC(=O)c1ccc(Cl)cc1,279.63
CCC[C@H](C)C(=O)NC[C@H]1CCCO1,228.47
Cc1cccc(C(=O)N2CCc3ccccc3C2)c1,269.09
Cc1ccccc1C(=O)NCCC(C)C,263.03
Cc1sc(NC(=O)[C@@H]2C[C@H]2c2ccccc2)nc1-c1ccccc1,289.32
N#CC1=C(NC(=O)CCl)c2ccccc2CC12CCCCC2,307.12
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(OC)cc1OC,353.82
CC/C(=N/N=C(/S)Nc1cccc(C)c1)c1ccccc1,347.65
C[C@H]1C[C@H](C)CN(S(=O)(=O)Cc2ccccc2)C1,235.93
C[N+]1(C[C@H](Cl)CN2CCCC2=O)CCCCC1,221.36
CCC[C@H](C)C(=O)Nc1ccc(Cl)cn1,278.27
O=Cc1ccc(N2CCOCC2)cc1,328.97
Oc1ccc2ccccc2c1/C=N\n1c(S)nnc1-c1ccco1,370.11
COC[C@@H](C)NC(=O)c1ccccc1F,273.06
COC(=O)CNC(=O)c1cc(OC)cc(OC)c1,280.41
Cc1cccc(NC(=S)N/N=C/c2ccc(N(C)C)cc2)c1,374.08
CC[C@@H](C)C(=O)Nc1cccc(C)c1C,250.82
COc1ccccc1NS(=O)(=O)c1ccc(NC(C)=O)cc1,306.69
COc1cc(/C=N/NC(=O)[C@H](O)c2ccccc2)cc(Cl)c1O,305.37
CCC[C@@H](C)C(=O)Nc1ccc(F)c(F)c1,250.1
CCN(c1ccccc1)S(=O)(=O)Cc1ccccc1,246.47
COC[C@H](C)NC(=O)c1ccccc1Cl,272.09
CC(C)(C)c1ccc(OCC(=O)N/N=C/c2cc(O)ccc2O)cc1,358.4
O=C(CCN1CCOCC1)N/N=C/c1ccc(C(=O)O)cc1,384.48
O=C(Nc1ccc(Cl)cc1C(=O)c1ccccc1)c1ccco1,367.66
CCc1ccc([C@@H](C)NC(=O)/C=C/c2ccc(OC)cc2)cc1,303.42
N#CC1=C(NC(=O)CCl)c2ccccc2CC12CCCC2,316.24
COc1ccc(CNC(=O)c2c(OC)cccc2OC)cc1,248.16
CC(=O)Oc1ccccc1C(=O)N(C)C,255.91
Cc1ccc2[nH]c(CCN(C)C)c(CC#N)c2c1,260.14
CCC[C@H](C)C(=O)Nc1ccc(C)c(C)c1,248.9
Cc1ccc(S(=O)(=O)NC2CCCCCC2)cc1,237.74
Cc1ccc(NC(=O)Cc2cccs2)cc1,276.57
CC(=O)c1ccc(NC(=O)CC(C)(C)C)cc1,331.6
O=[N+]([O-])c1ccc(-[n+]2nc(-c3ccccc3)nn2-c2ccccc2)cc1,-2
CCn1c(N)c(C(N)=O)sc1=S,360.49
NC(=O)CC(c1ccccc1)c1ccccc1,233.53
CCC[C@@H](C)C(=O)Nc1cccc(C)c1C,250.52
C[C@@H]1CN(C(=O)c2ccco2)C[C@@H](C)O1,267.63
Cc1ccc(CNS(=O)(=O)N(C)C)cc1,232.85
C[C@@H]1CCCN(C(=O)Cc2ccc(Cl)cc2)C1,241.02
COc1ccc(S(=O)(=O)Nc2ccc(C#N)cc2)cc1,263.17
C[C@H](Oc1ccccc1)C(=O)N(CC#N)CC#N,245.33
COc1ccc(-c2nc3ccccc3[nH]2)cc1,296.14
O=C1CCC(=O)N1c1ccc(F)cc1F,250.31
Cc1ccccc1NC(=O)CC(C)C,245.26
CCOc1ccccc1NC(=O)Cc1ccc(OC)cc1,262.02
O=C1CCC(=O)N1c1ccc(F)cc1,251.23
COc1cc(OC)c(OC)cc1/C=C1\Oc2cc(O)ccc2C1=O,387.81
CCOC(=O)c1ccccc1NC(=O)c1ccccc1F,309.99
CN(C(=O)c1ccccc1F)C1CCCCC1,264.78
O=c1oc(-c2cccs2)nc2ccccc12,322.3
COC(=O)c1ccc(C(=O)OC)c(NS(C)(=O)=O)c1,327.07
O=C(c1ccco1)N1CCN(c2cccc(Cl)c2)CC1,300.11
C[C@H](Oc1ccccc1)C(=O)Nc1ccc(F)cc1,260.69
COc1ccc(CC(=O)N(C)Cc2ccccc2)cc1,248.29
COc1ccc(C(=O)Nc2cccc(NC(C)=O)c2)cc1,293.17
CCOc1ccc(NS(=O)(=O)N(C)C)cc1,254.14
CCOc1ccc(C(=O)N2C[C@H](C)C[C@@H](C)C2)cc1,264.41
O=C(Cc1cccs1)NCc1cccnc1,256.31
Cc1ccc(S(=O)(=O)NCCc2ccccc2)cc1,239.7
CCOc1ccc(NC(=O)CC(C)(C)C)cc1,261.41
O=C1CCN(C(=O)/C=C/c2ccccc2)c2cc3ccccc3cc21,375.31
C=CCN(CC=C)S(=O)(=O)c1ccc(OC)cc1,245.9
CCC[C@H](C)NS(=O)(=O)Cc1ccccc1,232.51
Cc1cc2c(c(Sc3ccc(C(C)(C)C)cc3)n1)C(=O)OC2,340.8
CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccccc1C(F)(F)F,282.77
C=CCN(CC=C)S(=O)(=O)c1ccc(F)cc1,247.02
CC(=O)N1c2ccccc2[C@@H](Nc2ccccc2)C[C@@H]1C,290.27
NNC(=O)c1ccc2c(=O)[nH][nH]c(=O)c2c1,323.96
CCOC(=O)c1c(NC(=O)C2CC2)sc2c1CCN(C(C)=O)C2,312.09
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)C2=O,301.66
COc1ccc(C(=O)N2CCc3ccccc3C2)cc1OC,265.53
COC(=O)/C(C#N)=C/C=C/c1ccccc1,358.6
Cc1cc(C)nc(NCCc2ccc(O)c(O)c2)n1,288.59
CC(C)(C)C1CCC(=NNC(=O)Cc2ccc([N+](=O)[O-])cc2)CC1,328.54
NC(=O)COc1ccc([N+](=O)[O-])cc1,326.08
COc1ccc(CNC(=O)c2cc(OC)cc(OC)c2)cc1,277.15
COc1cc(OC)cc(C(=O)Nc2ccc(C)cn2)c1,296.61
COc1cccc(NC(=O)c2ccc3c(c2)OCO3)c1,293.06
COc1ccc(C(=O)NCc2ccccc2)c(OC)c1,263.43
CC[C@H](C(=O)Nc1nc(-c2ccccc2)c(C)s1)c1ccccc1,283.66
CS(=O)(=O)N1CCN(c2cccc(Cl)c2)CC1,271.72
COc1ccc(NC(=O)c2ccc3c(c2)OCO3)cc1,311.45
CCOc1ccc(NC(=O)c2ccc(OC)cc2OC)cc1,313.97
CS(=O)(=O)NC1CCN(Cc2ccccc2)CC1,254.17
C[C@@H](Oc1ccccc1)C(=O)Nc1ccccc1F,249.14
CCC[C@@H](C)C(=O)NC[C@H]1CCCO1,217.87
C=CCN(CC=C)C(=O)c1ccc(OCC)cc1,261.99
CC[C@@H](C)NC(=O)c1ccc(N(C)C)cc1,271.78
CN(C(=O)Cc1cccs1)c1ccccc1,252.33
CN(C)c1ccc(/C=C/c2ccnc3ccccc23)cc1,391.7
Cc1cc(C)c(S(=O)(=O)N(C)C)c(C)c1,247.04
CCOC(=O)c1ccc(NC(=O)c2ccc(OC)cc2OC)cc1,296.63
CC(=O)Nc1ccc(S(=O)(=O)NCCc2ccccc2)cc1,258.58
CCC[C@@H](C)C(=O)Nc1ccc(OCC)cc1,263.71
CCN(CC)C(=O)[C@H](C)Oc1ccccc1,241.15
O=C(O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1cccc3ccccc13)N2,325.86
CCC[C@@H](C)C(=O)Nc1ccc(F)c(Cl)c1,256.87
N#Cc1c(C(F)(F)F)cc(-c2ccccc2)[nH]c1=S,533.42
Cc1ccccc1OCC(=O)Nn1nnnc1Nc1ccccc1,272.54
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1,250.96
O=C(Nc1cccc([N+](=O)[O-])c1)C1[C@@H]2CCC=CCC[C@@H]12,345.8
COC(=O)CNC(=O)c1ccc(C(=O)NCC(=O)OC)cc1,290.97
Cc1cc(C(=O)O)cc(C)c1[N+](=O)[O-],330.74
Nc1ncnc2[nH]c(SCC(=O)NCc3ccco3)nc12,295.12
CCCN(CCC)C(=O)c1cccc(Cl)c1,268.42
COc1ccc([C@@H](CC(=O)OC2CCCCC2)C[N+](=O)[O-])cc1,330.59
CC(C)(C)CC(=O)NCc1ccccn1,263.61
CCC[C@H](C)C(=O)Nc1ccc(F)c(Cl)c1,257.29
CC[C@@H](C(=O)Nc1nc(-c2ccccc2)c(C)s1)c1ccccc1,285.52
CCN1c2ccccc2N[C@@H]1SCC(=O)Nc1ccc(Cl)cc1,361.91
CCC(C)(C)C(=O)Nc1cccc(C(F)(F)F)c1,252.71
CC(C)(C)NC(=O)Cc1ccccc1,231.28
CC[C@@H](C)c1ccc(NC(=O)N2CCOCC2)cc1,249.73
CC(=O)Nc1ccc(C(=O)Nc2cccc(C)c2)cc1,299.37
COC(=O)c1ccc(NC(=S)NC(=O)N2CCOCC2)cc1,397.83
Cc1ccc(S(=O)(=O)N2CCC[C@H]2c2ccsc2)cc1,258.48
CC[C@@H](C)C(=O)Nc1cc(Cl)ccc1OC,264.2
CCC[C@H](C)C(=O)Nc1cccc(C)c1C,250.83
CC(=C/c1ccco1)/C=N/n1c(S)nnc1-c1ccco1,465.87
CCC[C@H](C)C(=O)NCc1ccccc1OC,245.03
COc1ccc(NC(=O)Cc2cccs2)c(OC)c1,262.81
C[C@H]1CCCN(C(=O)CCc2ccccc2)C1,229.15
CCN(c1ccccc1C)S(=O)(=O)c1ccc(F)cc1,255.51
C[C@H]1CN(C(=O)N2CCOCC2)C[C@H](C)O1,210.76
COc1ccc(Cl)cc1C(=O)Nc1ccc(C#N)cc1,292.73
Nc1ncnc2[nH]c(Sc3ncnc4ccccc34)nc12,409.42
CC(=O)Nc1ccc(S(=O)(=O)N(C)c2ccccc2)cc1,279.79
COc1cccc(NC(=O)CC(C)(C)C)c1,256.84
CC(C)NC(=O)c1ccccc1Oc1ccccc1,277.71
Cc1ccc(C(=O)N(CC#N)CC#N)cc1C,261.9
CC(C)(C)c1ccc(C(=O)NCc2cccnc2)cc1,266.37
COc1ccc(NC(=O)CC(C)C)c(OC)c1,251.55
C[C@@H](Oc1ccccc1)C(=O)N(CC#N)CC#N,263.5
O=C(O)c1cc(C(=O)O)c2cccc(Cl)c2n1,357.3
CCN(C(=O)N1CCOCC1)c1ccccc1,247.54
CSc1ccc(/C=N/n2nnnc2Nc2ccccc2)cc1,398.71
CCC[C@H](C)C(=O)Nc1cc(Cl)ccc1C,247.34
CCC[C@@H](C)NS(=O)(=O)c1ccc(C)cc1,238.22
CCOc1ccc(C(=O)N2CCc3ccccc32)cc1,286.53
Cc1ccc(NC(=O)CC(C)(C)C)cc1Cl,253.34
O[C@H]1[C@H](O)[C@H](O)O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]12,227.9
CCN(Cc1ccncc1)C(=O)c1cccs1,279.4
CC[C@@H](C)C(=O)NC[C@H]1CCCO1,223.39
O=C(Cc1cccs1)Nc1ccccc1F,248.7
COc1ccc(CNC(=O)c2ccc(OC)cc2OC)cc1,270.3
C[C@H](Oc1ccccc1)C(=O)Nc1ccc(F)c(F)c1,266.29
CCN(Cc1ccccc1)C(=O)c1ccc(OC)cc1,262.6
CCC[C@@H](C)C(=O)Nc1cccc(OC)c1,255.09
O=C(CN1CCCC1)N1c2ccccc2C=Cc2ccccc21,338.91
CC[C@H](C)C(=O)Nc1ccc(Cl)cc1,253.23
C1=CSC(=C2SC=CS2)S1,485.93
CC(=O)Oc1ccc(C(=O)Nc2cc(Cl)ccc2C)cc1,293.79
CC[C@@H](C)NS(=O)(=O)c1c(C)cc(C)cc1C,247.24
CC(C)CC(=O)NC1CCCCCC1,229.05
C[C@@H]1CN(C(=O)c2ccccc2F)C[C@@H](C)O1,262.67
C[C@@H]1CN(C(=O)N2CCOCC2)C[C@@H](C)O1,205.29
N#CCN(CC#N)C(=O)c1ccc(-c2ccccc2)cc1,280.96
C[C@@H](Oc1ccccc1)C(=O)Nc1ccc(F)cc1,251.48
CC(=O)Nc1ccc(C(=O)Nc2ccc(C)cn2)cc1,293.27
O=C(Cc1ccc(Cl)cc1)NCc1cccnc1,256.14
Cc1ccc(C(=O)N2CCC[C@H](C)C2)cc1,267.91
C=CCN(CC=C)C(=O)c1c(OC)cccc1OC,247.81
CCc1ccc(NC(=O)Cc2cccs2)cc1,256.83
CCN(CC)S(=O)(=O)c1c(C)cc(C)cc1C,248.25
COc1ccc(C(=O)Nc2cc(C)on2)cc1,280.02
Cc1ccc(S(=O)(=O)NNC(=O)c2ccco2)cc1,265.94
N#CCN(CC#N)S(=O)(=O)c1ccc(Cl)cc1,241.2
Cn1cc(CN)cn1,208.4
CC(=O)Nc1ccc(C(=O)N2CCCC[C@H]2C)cc1,275.78
CCC[C@H](C)NC(=O)c1ccccc1F,274.18
O=S(=O)(c1ccccc1)N(CCO)Cc1ccccc1,246.19
CCC[C@H](C)C(=O)Nc1ccc(C)c(Cl)c1,252.92
O=C(c1ccncc1)c1ccc([N+](=O)[O-])cc1,376.67
CCOc1ccc(NC(=O)CCl)cc1,261.48
N#Cc1c(N)c(C#N)c(-c2ccc(O)cc2)c2c1CCCC2,331.93
COc1ccccc1CC(=O)Nc1ccc(C(N)=O)cc1,275.48
CCOc1ccccc1NS(=O)(=O)N(C)C,242.14
CC[C@H](C)NC(=O)c1ccc2c(c1)OCO2,274.85
CC(=O)Nc1cccc(NC(=O)c2ccc(C)cc2)c1,300.85
COc1cc(OC)cc(C(=O)NC[C@@H]2CCCO2)c1,274.84
Nc1cc(-c2nc3ccccc3[nH]2)n[nH]c1=O,306.35
CCC[C@@H](C)C(=O)Nc1ccccc1C,245.75
CC(C)(C)CC(=O)Nc1cccc(F)c1,246.9
O=C(CN1C(=O)c2ccccc2C1=O)Nc1ccc(Cl)cn1,387.73
COc1ccc(Cl)cc1NC(=O)CC(C)(C)C,265.34
Nc1cc(N2CCc3ccccc3C2)c2ccccc2n1,310.51
CCC[C@H](C)C(=O)Nc1ccc(OCC)cc1,263.13
CCCN(CCC)C(=O)c1cc(OC)cc(OC)c1,267.44
COc1ccc(NC(=O)n2ccc(C(=O)N3CCOCC3)n2)cc1,291.1
CC[C@@H](C(=O)Nc1ccncc1)c1ccccc1,262.96
C[C@@H]1CCCN(C(=O)CCc2ccccc2)C1,229.29
COc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)c(OC)c1OC,372.61
N#Cc1c(N2CCc3ccccc3CC2)nc2n(c1=O)CCC2,299.29
Cc1cccc(OCC(=O)Nc2ccc(C(N)=O)cc2)c1,277.58
CCC[C@@H](C)NS(=O)(=O)c1ccc(OC)cc1,246.69
COc1cccc(OC)c1C(=O)N(Cc1ccccc1)C(C)C,249.45
COC[C@@H](C)NS(=O)(=O)c1ccccc1,233.83
C[C@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccco1,340.36
O=S(=O)(Cc1ccccc1)Nc1ccc(F)cc1,248.29
Cc1ccc(NC(=O)[C@H]2CCCN2C(=O)C(C)(C)C)cc1,245.75
C[C@H](Oc1ccccc1)C(=O)N(C)c1ccccc1,253.05
CCc1ccccc1NC(=O)c1ccc(OC)cc1OC,293.02
CCOc1ccc(C(=O)NC[C@@H]2CCCO2)cc1,270.32
Cc1cc2ncn(C(=O)N3CCOCC3)c2cc1C,265.44
CCOc1ccc(C(=O)N[C@H](C)c2ccccc2)cc1,265.24
COc1ccc(CNS(=O)(=O)c2ccc(F)cc2)cc1,271.23
O=C(NCc1cccnc1)c1ccc(C(=O)NCc2cccnc2)cc1,287.73
CC(=O)c1ccc(/C=C/C(=O)O)o1,360.76
CCOc1ccc(N2C(=O)CCC2=O)cc1,263.0
Cc1cccnc1NC(=O)c1cccc(C(=O)Nc2ncccc2C)c1,305.79
CCC[C@@H](C)C(=O)Nc1ccc(C)c(Cl)c1,253.07
COc1ccc(CC(=O)N2C[C@@H](C)C[C@H](C)C2)cc1,247.89
COc1ccc(S(=O)(=O)/N=c2/ccc(C)c[nH]2)cc1,318.65
COc1ccc(C(=O)Nc2ccc(C)cn2)c(OC)c1,287.33
CCC(C)(C)C(=O)Nc1cccc(C)c1C,250.64
CCC(C)(C)C(=O)NCc1ccncc1,257.11
CCC(C)(C)C(=O)NCc1ccccc1,230.12
COc1ccc2[nH]cc(CCNC(=O)[C@@H]3CCCO3)c2c1,273.89
CC(=O)N1C[C@@H]2c3ccccc3CCN2[C@H]1c1ccccc1,256.7
C[C@H]1CCCN(C(=O)Cc2ccc(Cl)cc2)C1,241.76
CCC[C@H](C)C(=O)Nc1cccc(OC)c1,257.32
CCC[C@@H](C)NC(=O)c1ccc(OCC)cc1,266.01
C[C@@H](Oc1ccccc1)C(=O)N(C)c1ccccc1,253.05
CCC[C@@H](C)C(=O)Nc1ccc(OC)cc1OC,261.83
C[N+]1(CC(O)C[N+]2(C)CCCCC2)CCCCC1,162.49
COc1ccc(/C=C/C(=O)N[C@H](C)c2ccccc2)cc1,303.54
COC(=O)c1cc(NC(=O)c2ccc(C)c(C)c2)cc(C(=O)OC)c1,300.61
COC[C@H]1CCCN1,176.58
COC[C@@H](C)NC(=O)c1ccccc1Cl,266.78
Nc1ccccc1C(=O)Nc1ccc(Cl)cc1,325.76
Cc1cccc(C)c1NC(=O)CC(C)C,239.99
CCN(CC)c1ccc(/C=N/NC(=S)Nc2cccc(C)c2)cc1,393.04
Cc1ccc(C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1C,281.76
C[C@H]1CCCN(C(=O)c2cccc(C(=O)N3CCC[C@H](C)C3)c2)C1,277.14
N#Cc1ccc(NS(=O)(=O)c2ccccc2)cc1Cl,272.07
CCN(Cc1ccccc1)C(=O)Cc1ccc(OC)cc1,248.39
CC[C@@H](C(=O)N1CCOCC1)c1ccccc1,232.94
COc1ccc(CC(=O)N2CCC(C)CC2)cc1,241.91
Cc1ccc(C(=O)NC[C@H]2CCCO2)cc1C,268.38
CC[C@H](C)C(=O)Nc1cc(C)cc(C)c1,249.99
CCC(C)(C)C(=O)Nc1cccc(C)c1,246.56
CC(=O)N1CCN(S(=O)(=O)c2ccc(C)cc2)[C@@H]1C(C)C,245.77
c1ccc2nc(CSc3ncnc4ccccc34)ccc2c1,361.32
CCOc1ccc(NC(=O)[C@H](C)Oc2ccccc2)cc1,260.48
CCC[C@H](C)C(=O)Nc1cc(C)ccn1,274.9
CCc1cccc(C)c1NC(=O)CCl,239.01
COc1ccc(S(=O)(=O)N2CCC(Cc3ccccc3)CC2)cc1,247.44
CCC[C@@H](C)C(=O)Nc1ccccc1C(F)(F)F,256.49
CC(=O)Nc1ccc(C(=O)Nc2cccc(C)c2C)cc1,308.98
CCOC(=O)c1ccc(CN)o1,256.48
COc1ccc(Cl)cc1C(=O)NCc1ccccn1,275.54
CCOc1ccc(C(=O)Nc2ccccc2OC)cc1OCC,296.52
CC(C)c1ccc(NC(=O)N2CCOCC2)cc1,249.41
CCC(C)(C)C(=O)Nc1ccc(C(N)=O)cc1,275.97
COC[C@H](C)NC(=O)c1ccccc1F,271.07
CC(=O)CSc1nc(C(C)(C)C)cc(C)c1C#N,315.62
CCC[C@H](C)NS(=O)(=O)c1ccc(C)cc1,237.64
CCOC(=O)C1CCN(C(=O)C(C)C)CC1,228.36
CC1(C)CC(N2CNC(=N)N(C#N)C2)CC(C)(C)N1,213.13
CN(C)CCSc1nc2ccccc2c(=O)n1-c1ccccc1,365.84
COC[C@H](C)NS(=O)(=O)c1ccccc1,234.65
COC(=O)c1ccc(NC(=O)Cc2ccc(OC)cc2)cc1,280.36
Cc1cc(/C=c2/sc3nc4ccccc4n3c2=O)c(C)n1C,396.35
Cc1ccc(S(=O)(=O)Nc2ccc(C#N)c(Cl)c2)cc1,271.82
COc1ccc(CC(=O)N2CCC[C@H](C)C2)cc1,247.23
O=C(NCCc1ccccc1)c1ccc2c(c1)OCO2,269.8
CCc1ccc(NC(=O)c2ccc3c(c2)OCO3)cc1,295.8
CC[C@H](C)C(=O)Nc1c(C)cccc1C,238.99
C[C@@H](Oc1ccccc1)C(=O)Nc1ccc(F)c(F)c1,250.2
Cc1ccnc(NC(=O)C2c3ccccc3Oc3ccccc32)c1,296.16
N#CCN(CC#N)C(=O)CCc1ccccc1,229.22
COc1cc(SC)ccc1C(=O)NC(C)C,275.62
C[C@@H]1C[C@@H](C)CN(C(=O)N2CCOCC2)C1,209.39
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cn2)cc1,280.98
C[C@H](NS(=O)(=O)N(C)C)c1ccccc1,228.1
Cc1cc(=O)n(C)c2ccccc12,310.16
O=S(=O)(Cc1ccccc1)Nc1ccccc1,246.67
CC[C@H](C(=O)Nc1ccncc1)c1ccccc1,265.86
c1cncc([C@H]2CCCCN2)c1,261.3
NS(=O)(=O)c1ccc(CNC(=O)c2cccs2)cc1,274.78
C[C@H](NS(=O)(=O)Cc1ccccc1)c1ccccc1,232.16
CCOc1ccccc1NC(=O)[C@@H](C)CC,258.0
CCN(CC)C(=O)Cc1cccs1,225.43
Cc1ccc(S(=O)(=O)NC2CCCC2)cc1,236.79
O=S(=O)(c1ccccc1)N1CCc2ccccc21,300.19
COc1cccc(C(=O)NC[C@H]2CCCO2)c1,268.52
Cc1occc1-c1nnc(-c2ccc([N+](=O)[O-])cc2Cl)o1,412.22
CCOc1ccc(NC(=O)c2c(OC)cccc2OC)cc1,301.44
CC[C@@H](C)C(=O)NCCc1ccccc1,228.91
C[C@H]1CCCCN1C(=O)c1ccc(C(=O)N2CCCC[C@@H]2C)cc1,280.34
N#CC1=C2CCCC[C@H]2C2(CCCCC2)C(C#N)(C#N)C1=O,332.45
O=C(Nc1ccccc1)Nc1ccccc1NC(=O)Nc1ccccc1,283.11
O=[N+]([O-])c1ccc([C@@H]2OCOC[C@H]2O)cc1,329.17
COc1cccc(NC(=O)c2cc([N+](=O)[O-])n[nH]2)c1,365.89
O=[N+]([O-])c1ccc([C@H]2OCOC[C@@H]2O)cc1,328.78
COc1ccc(Cl)cc1C(=O)Nc1ccccc1C#N,289.24
O=C(O)C(C(=O)O)[C@@H]1C=CCC1,235.18
CC(=O)Nc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cc1,302.01
Oc1ccc2ccccc2c1C1Nc2cccc3cccc(c23)N1,467.25
CCC[C@@H](C)C(=O)Nc1cc(C)cc(C)c1,247.45
COc1ccc(CNC(=O)N2CCOCC2)cc1,246.21
O=C(c1cc([N+](=O)[O-])n[nH]1)N1CCOCC1,323.26
COc1ccc(CNS(=O)(=O)N(C)C)cc1,242.99
CN(C)S(=O)(=O)N(C)c1ccccc1,232.66
CC[C@@H]1CCCCN1S(=O)(=O)c1ccc(Cl)cc1,255.56
CCOC(=O)c1c(C)nc2sccn12,265.19
Cc1onc(-c2ccccc2Cl)c1C(=O)NCCC(C)C,249.92
Cc1cc(NC(=O)c2ccc(C)c(C)c2)no1,284.13
CCC(=O)N[C@H]1C[C@@H](C(C)(C)NC(=O)CC)CC=C1C,225.64
Cc1ccc(S(=O)(=O)CCl)cc1,235.48
O=C(Nc1nccs1)[C@@H]1CC1(c1ccccc1)c1ccccc1,265.5
C/C(=N\N1CCN(c2ccccn2)CC1)c1cccs1,356.51
O=c1oc(-c2cccc([N+](=O)[O-])c2)nc2ccccc12,339.0
C[C@@H](c1ccc(-c2ccccc2)cc1)N(O)C(N)=O,285.51
CCOc1ccccc1NC(=O)[C@H](C)CC,255.74
CCOc1ccccc1C(=O)N(C)c1ccccc1,266.4
COc1ccc(C(=O)Nc2ncccc2C)cc1OC,292.51
CCOc1ccc(C(=O)Nc2ccccc2OCC)cc1,266.82
COc1ccccc1CNS(=O)(=O)Cc1ccccc1,243.42
CCC[C@@H](C)C(=O)Nc1cc(Cl)ccc1C,247.79
COc1cccc(C(=O)N[C@@H](C)c2ccccc2)c1,271.43
Cc1cc(C)n(-c2ccc(Cl)c(C(=O)OCc3ccccc3)c2)n1,281.36
NC(=O)c1ccccc1NC(=O)Cc1ccccc1,297.01
NS(=O)(=O)c1ccc(-c2ccc(C=O)o2)cc1,352.52
c1coc(CC[C@@H]2NCCn3cccc32)c1,224.98
CC(=O)Nc1ccc(C(=O)N2CCCc3ccccc32)cc1,307.21
Cc1c(C#N)c2ccccc2n1CC(=O)NC[C@@H]1CCCO1,265.86
